@relation 'C__Users_samir_Desktop_2nd Semester_AI_HW5_Dataset_Training'

@attribute text string
@attribute @@class@@ {one,zero}

@data
'everyone is treated equally special\r\n',one
'it was a huge awkward 15lb piece of cow that was 3/4ths gristle and fat\r\n',zero
'it was delicious\r\n',one
'i\'ll take my business dinner dollars elsewhere\r\n',zero
'on the good sidethe staff was genuinely pleasant and enthusiastic - a real treat\r\n',one
'nothing special\r\n',zero
'as always the evening was wonderful and the food delicious\r\n',one
'will not be back\r\n',zero
'best fish i\'ve ever had in my life\r\n',one
'sauce was tasteless\r\n',zero
'very good quality though\r\n',one
'if the two were seperated by a mere 5+ ft i started to notice excessive static and garbled sound from the headset\r\n',zero
'i\'ve only had my bluetooth for a few weeksbut i really like it\r\n',one
'its reception is very very poor\r\n',zero
'the bathroom is just next door and very nice\r\n',one
'i don\'t think we\'ll be going back anytime soon\r\n',zero
'this is an outstanding little restaurant with some of the best food i have ever tasted\r\n',one
'i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food\r\n',zero
'pretty cool i would say\r\n',one
'i was so insulted\r\n',zero
'server did a great job handling our large rowdy table\r\n',one
'the last 3 times i had lunch here has been bad\r\n',zero
'would come back again if i had a sushi craving while in vegas\r\n',one
'the chicken wings contained the driest chicken meat i have ever eaten\r\n',zero
'the staff are greatthe ambiance is great\r\n',one
'definitely not worth the $3 i paid\r\n',zero
'he deserves 5 stars\r\n',one
'the manager was the worst\r\n',zero
'the dining space is tinybut elegantly decorated and comfortable\r\n',one
'i don\'t think i\'ll be running back to carly\'s anytime soon for food\r\n',zero
'they will customize your order any way you\'d likemy usual is eggplant with green bean stir frylove it\r\n',one
'this is was due to the fact that it took 20 minutes to be acknowledgedthen another 35 minutes to get our foodand they kept forgetting things\r\n',zero
'best tacos in town by far\r\n',one
'the one down note is the ventilation could use some upgrading\r\n',zero
'it is so small and you don\'t even realize that it is there after a while of getting used to it\r\n',one
'items stated as included from the description are not included\r\n',zero
'in an interesting part of townthis place is amazing\r\n',one
'don\'t waste your time here\r\n',zero
'they have great dinners\r\n',one
'total letdowni would much rather just go to the camelback flower shop and cartel coffee\r\n',zero
'the service was outshining & i definitely recommend the halibut\r\n',one
'thirdthe cheese on my friend\'s burger was cold\r\n',zero
'i will come back here every time i\'m in vegas\r\n',one
'we asked for the bill to leave without eating and they didn\'t bring that either\r\n',zero
'def coming back to bowl next time\r\n',one
'seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh\r\n',zero
'if you want healthy authentic or ethic foodtry this place\r\n',one
'the selection of food was not the best\r\n',zero
'i will continue to come here on ladies night andddd date night  highly recommend this place to anyone who is in the area ;\r\n',one
'i dont think i will be back for a very long time\r\n',zero
'i have been here several times in the pastand the experience has always been great\r\n',one
'it was attached to a gas stationand that is rarely a good sign\r\n',zero
'we walked away stuffed and happy about our first vegas buffet experience\r\n',one
'worse of allhe humiliated his worker right in front of mebunch of horrible name callings\r\n',zero
'service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria\r\n',one
'and then tragedy struck\r\n',zero
'the accompanied software is almost brilliant\r\n',one
'after 3 monthsscreen just went black all of a sudden\r\n',zero
'to summarize the food was incrediblenaytranscendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser\r\n',one
'i\'d rather eat airline foodseriously\r\n',zero
'kids pizza is always a hit too with lots of great side dish options for the kiddos\r\n',one
'i would not recommend this place\r\n',zero
'service is perfect and the family atmosphere is nice to see\r\n',one
'overall i wasn\'t very impressed with noca\r\n',zero
'cooked to perfection and the service was impeccable\r\n',one
'my gyro was basically lettuce only\r\n',zero
'great place to eatreminds me of the little mom and pop shops in the san francisco bay area\r\n',one
'terrible service\r\n',zero
'today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible\r\n',one
'thoroughly disappointed\r\n',zero
'i\'ll definitely be in soon again\r\n',one
'it was a drive to get there\r\n',zero
'food was really good and i got full petty fast\r\n',one
'anywayi do not think i will go back there\r\n',zero
'service was fantastic\r\n',one
'a greasyunhealthy meal\r\n',zero
'i don\'t know what kind it is but they have the best iced tea\r\n',one
'first time there and might just be the last\r\n',zero
'headset works great & was packaged nicely to avoid any damage\r\n',one
'i was hoping for more\r\n',zero
'come hungryleave happy and stuffed\r\n',one
'similarlythe delivery man did not say a word of apology when our food was 45 minutes late\r\n',zero
'i can assure you that you won\'t be disappointed\r\n',one
'and it was way to expensive\r\n',zero
'i really enjoyed eating here\r\n',one
'terrible management\r\n',zero
'first time going but i think i will quickly become a regular\r\n',one
'if there were zero stars i would give it zero stars\r\n',zero
'our server was very niceand even though he looked a little overwhelmed with all of our needshe stayed professional and friendly until the end\r\n',one
'worst martini ever\r\n',zero
'from what my dinner companions told meeverything was very fresh with nice texture and taste\r\n',one
'we waited for thirty minutes to be seated although there were 8 vacant tables and we were the only folks waiting\r\n',zero
'no complaints\r\n',one
'i won\'t try going back there even if it\'s empty\r\n',zero
'this is some seriously good pizza and i\'m an expert/connisseur on the topic\r\n',one
'noi\'m going to eat the potato that i found some strangers hair in it\r\n',zero
'these are the nicest restaurant owners i\'ve ever come across\r\n',one
'not even a \"hellowe will be right with you\"\r\n',zero
'we loved the biscuits\r\n',one
'the desserts were a bit strange\r\n',zero
'i definitly recommend\r\n',one
'audio quality is poorvery poor\r\n',zero
'service is quick and friendly\r\n',one
'i guess maybe we went on an off night but it was disgraceful\r\n',zero
'so absolutley fantastic\r\n',one
'howevermy recent experience at this particular location was not so good\r\n',zero
'definitely will come back here again\r\n',one
'i know this is not like the other restaurants at allsomething is very off here\r\n',zero
'i like steiners because it\'s dark and it feels like a bar\r\n',one
'avoid this establishment\r\n',zero
'wow very spicy but delicious\r\n',one
'i think this restaurant suffers from not trying hard enough\r\n',zero
'if you\'re not familiarcheck it out\r\n',one
'my salad had a bland vinegrette on the baby greens and hearts of palm\r\n',zero
'i\'d love to go back\r\n',one
'after two i felt disgusting\r\n',zero
'anywaythis fs restaurant has a wonderful breakfast/lunch\r\n',one
'i will never go back to this place and will never ever recommended this place to anyone\r\n',zero
'each day of the week they have a different deal and it\'s all so delicious\r\n',one
'the servers went back and forth several timesnot even so much as an \"are you being helped?\"\r\n',zero
'not to mention the combination of pearsalmonds and bacon is a big winner\r\n',one
'an hour seriously?\r\n',zero
'very good stuff for the price\r\n',one
'i\'ve bought $5 wired headphones that sound better than these\r\n',zero
'the food is delicious and just spicy enoughso be sure to ask for spicier if you prefer it that way\r\n',one
'i consider this theft\r\n',zero
'my ribeye steak was cooked perfectly and had great mesquite flavor\r\n',one
'eew this location needs a complete overhaul\r\n',zero
'food was so gooodd\r\n',one
'we recently witnessed her poor quality of management towards other guests as well\r\n',zero
'the food was very good and i enjoyed every mouthfulan enjoyable relaxed venue for couples small family groups etc\r\n',one
'waited and waited and waited\r\n',zero
'nargile - i think you are great\r\n',one
'the pizza tasted oldsuper chewy in not a good way\r\n',zero
'best tater tots in the southwest\r\n',one
'i swung in to give them a try but was deeply disappointed\r\n',zero
'we loved the place\r\n',one
'boy was that sucker dry\r\n',zero
'the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough\r\n',one
'over rated\r\n',zero
'im in az all the time and now have my new spot\r\n',one
'if you look for authentic thai foodgo else where\r\n',zero
'the inside is really quite nice and very clean\r\n',one
'after i pulled up my car i waited for another 15 minutes before being acknowledged\r\n',zero
'my headset works just peachy-keen\r\n',one
'all i can do is whine on the internetso here it goesthe more i use the thing the less i like it\r\n',zero
'the food was outstanding and the prices were very reasonable\r\n',one
'i hate those things as much as cheap quality black olives\r\n',zero
'love the margaritastoo\r\n',one
'the kids play area is nasty\r\n',zero
'this was my first and only vegas buffet and it did not disappoint\r\n',one
'it was extremely \"crumby\" and pretty tasteless\r\n',zero
'very goodthough\r\n',one
'it was a pale color instead of nice and char and has no flavor\r\n',zero
'great pork sandwich\r\n',one
'i got home to see the driest damn wings ever\r\n',zero
'we enjoy their pizza and brunch\r\n',one
'not good for the money\r\n',zero
'the steaks are all well trimmed and also perfectly cooked\r\n',one
'we got sitting fairly fastbutended up waiting 40 minutes just to place our orderanother 30 minutes before the food arrived\r\n',zero
'we had a group of 70+ when we claimed we would only have 40 and they handled us beautifully\r\n',one
'i just wanted to leave\r\n',zero
'i loved it\r\n',one
'i will not be eating there again\r\n',zero
'this place is a jewel in las vegasand exactly what i\'ve been hoping to find in nearly ten years living here\r\n',one
'the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one\r\n',zero
'voice recognition is tremendous\r\n',one
'this is essentially a communications tool that does not communicate\r\n',zero
'delicious and i will absolutely be back\r\n',one
'i checked out this place a couple years ago and was not impressed\r\n',zero
'this isn\'t a small family restaurantthis is a fine dining establishment\r\n',one
'the chicken i got was definitely reheated and was only okthe wedges were cold and soggy\r\n',zero
'they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle\r\n',one
'sorryi will not be getting food from here anytime soon \r\n',zero
'how awesome is that\r\n',one
'my friend did not like his bloody mary\r\n',zero
'i will be back many times soon\r\n',one
'despite how hard i rate businessesits actually rare for me to give a 1 star\r\n',zero
'the menu had so much good stuff on it i could not decide\r\n',one
'i will not return\r\n',zero
'conclusion very filling meals\r\n',one
'i had the chicken pho and it tasted very bland\r\n',zero
'their daily specials are always a hit with my group\r\n',one
'very disappointing\r\n',zero
'the pancake was also really good and pretty large at that\r\n',one
'a drive thru means you do not want to wait around for half an hour for your foodbut somehow when we end up going here they make us wait and wait\r\n',zero
'this was my first crawfish experienceand it was delicious\r\n',one
'best of luck to the rude and non-customer service focused new management\r\n',zero
'i got this phone on reccomendation from a relative and i\'m glad i did\r\n',one
'i still maintain that monkeys shouldn\'t make headphoneswe just obviously don\'t share enough dna to copy the design over to humans\r\n',zero
'their monster chicken fried steak and eggs is my all time favorite\r\n',one
'any grandmother can make a roasted chicken better than this one\r\n',zero
'waitress was sweet and funny\r\n',one
'i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself\r\n',zero
'i also had to taste my mom\'s multi-grain pumpkin pancakes with pecan butter and they were amazingfluffyand delicious\r\n',one
'same eveninghim and i are both drastically sick\r\n',zero
'cant say enough good things about this place\r\n',one
'ordered burger rare came in we\'ll done\r\n',zero
'the ambiance was incredible\r\n',one
'tried to go here for lunch and it was a madhouse\r\n',zero
'the waitress and manager are so friendly\r\n',one
'after waiting an hour and being seatedi was not in the greatest of moods\r\n',zero
'i don\'t each much pastabut i love the homemade /hand made pastas and thin pizzas here\r\n',one
'i\'m not eating here\r\n',zero
'give it a tryyou will be happy you did\r\n',one
'maybe if they weren\'t cold they would have been somewhat edible\r\n',zero
'by far the best cheesecurds we have ever had\r\n',one
'this place has a lot of promise but fails to deliver\r\n',zero
'reasonably priced also\r\n',one
'very bad experience\r\n',zero
'i had absolutely no problem with this headset linking to my 8530 blackberry curve\r\n',one
'doesn\'t work at all i bougth it for my l7c and its not working\r\n',zero
'everything was perfect the night we were in\r\n',one
'what a mistake\r\n',zero
'the food is very good for your typical bar food\r\n',one
'food was average at best\r\n',zero
'at first glance it is a lovely bakery cafe - nice ambiancecleanfriendly staff\r\n',one
'we won\'t be going back anytime soon\r\n',zero
'point your finger at any item on the menuorder it and you won\'t be disappointed\r\n',one
'very very disappointed ordered the $35 big bay plater\r\n',zero
'oh this is such a thing of beautythis restaurant\r\n',one
'not much flavor to themand very poorly constructed\r\n',zero
'if you haven\'t gone here go now\r\n',one
'the fried rice was dry as well\r\n',zero
'those burgers were amazing\r\n',one
'google mediocre and i imagine smashburger will pop up\r\n',zero
'be sure to order desserteven if you need to pack it to-go - the tiramisu and cannoli are both to die for\r\n',one
'dont go here\r\n',zero
'this was my first time and i can\'t wait until the next\r\n',one
'as a sushi lover avoid this place by all means\r\n',zero
'the bartender was also nice\r\n',one
'the plantains were the worst i\'ve ever tasted\r\n',zero
'highly recommend for any one who has a blue tooth phone\r\n',one
'the design is very oddas the ear \"clip\" is not very comfortable at all\r\n',zero
'i know that sounds funnybut to me it seemed like sketchy technology that wouldn\'t work wellwellthis one works great\r\n',one
'doesn\'t last long\r\n',zero
'everything was good and tasty\r\n',one
'service was slow and not attentive\r\n',zero
'this place is two thumbs upway up\r\n',one
'your staff spends more time talking to themselves than me\r\n',zero
'the best place in vegas for breakfast just check out a sator sun\r\n',one
'total brunch fail\r\n',zero
'if you love authentic mexican food and want a whole bunch of interestingyet delicious meats to choose fromyou need to try this place\r\n',one
'i probably won\'t be backto be honest\r\n',zero
'an excellent new restaurant by an experienced frenchman\r\n',one
'went for lunch - service was slow\r\n',zero
'great steakgreat sidesgreat wineamazing desserts\r\n',one
'we had so much to say about the place before we walked in that he expected it to be amazingbut was quickly disappointed\r\n',zero
'the steak and the shrimp are in my opinion the best entrees at gc\r\n',one
'i was mortified\r\n',zero
'i had the opportunity today to sample your amazing pizzas\r\n',one
'needless to saywe will never be back here again\r\n',zero
'the yellowtail carpaccio was melt in your mouth fresh\r\n',one
'anywaysthe food was definitely not filling at alland for the price you pay you should expect more\r\n',zero
'just spicy enough perfect actually\r\n',one
'the chips that came out were dripping with greaseand mostly not edible\r\n',zero
'this phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used\r\n',one
'one thing i hate is the mode set button at the side\r\n',zero
'last night was my second time dining here and i was so happy i decided to go back\r\n',one
'i wasn\'t really impressed with strip steak\r\n',zero
'my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service\r\n',one
'i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer\r\n',zero
'i really do recommend this placeyou can go wrong with this donut place\r\n',one
'would not recommend to others\r\n',zero
'nice ambiance\r\n',one
'i mean reallyhow do you get so famous for your fish and chips when it\'s so terrible?\r\n',zero
'i would recommend saving room for this\r\n',one
'not my thing\r\n',zero
'all of the tapas dishes were delicious\r\n',one
'if you are reading this please don\'t go there\r\n',zero
'i *heart* this place\r\n',one
'tonight i had the elk filet specialand it sucked\r\n',zero
'a good time\r\n',one
'we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything\r\n',zero
'i believe that this place is a great stop for those with a huge belly and hankering for sushi\r\n',one
'a fly was in my apple juice a fly\r\n',zero
'generous portions and great taste\r\n',one
'the food was barely lukewarmso it must have been sitting waiting for the server to bring it out to us\r\n',zero
'nice quality buildunlike some cheap s*** out there\r\n',one
'thank you for wasting my money\r\n',zero
'food was delicious\r\n',one
'ryan\'s bar is definitely one edinburgh establishment i won\'t be revisiting\r\n',zero
'he also came back to check on us regularlyexcellent service\r\n',one
'probably never coming backand wouldn\'t recommend it\r\n',zero
'our server was super nice and checked on us many times\r\n',one
'friend\'s pasta -- also badhe barely touched it\r\n',zero
'service was good and the company was better\r\n',one
'it was way over fried\r\n',zero
'the staff are also very friendly and efficient\r\n',one
'i\'m not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place\r\n',zero
'as for the service i\'m a fanbecause it\'s quick and you\'re being served by some nice folks\r\n',one
'when i opened the sandwichi was impressedbut not in a good way\r\n',zero
'their steaks are 100\% recommended\r\n',one
'will not be back\r\n',zero
'great food and great service in a clean and friendly setting\r\n',one
'i have watched their prices inflateportions get smaller and management attitudes grow rapidly\r\n',zero
'all in alli can assure you i\'ll be back\r\n',one
'main thing i didn\'t enjoy is that the crowd is of older crowdaround mid 30s and up\r\n',zero
'my breakfast was perpared greatwith a beautiful presentation of 3 giant slices of toastlightly dusted with powdered sugar\r\n',one
'i had to wait over 30 minutes to get my drink and longer to get 2 arepas\r\n',zero
'this item is fantastic and works perfectly\r\n',one
'how can that be?the audio quality is poor\r\n',zero
'great place fo take out or eat in\r\n',one
'the service was poor and thats being nice\r\n',zero
'the waitress was friendly and happy to accomodate for vegan/veggie options\r\n',one
'the place was not clean and the food oh so stale\r\n',zero
'omg i felt like i had never eaten thai food until this dish\r\n',one
'the chicken dishes are okthe beef is like shoe leather\r\n',zero
'the croutons also taste homemade which is an extra plus\r\n',one
'but the service was beyond bad\r\n',zero
'it\'ll be a regular stop on my trips to phoenix\r\n',one
'tasted like dirt\r\n',zero
'i really enjoyed crema café before they expanded; i even told friends they had the best breakfast\r\n',one
'my sashimi was poor quality being soggy and tasteless\r\n',zero
'i miss it and wish they had one in philadelphia\r\n',one
'the food is not tasty at allnot to say its \"real traditional hunan style\"\r\n',zero
'they also have the best cheese crisp in town\r\n',one
'what did bother mewas the slow service\r\n',zero
'good valuegreat foodgreat service\r\n',one
'their frozen margaritas are way too sugary for my taste\r\n',zero
'couldn\'t ask for a more satisfying meal\r\n',one
'so in a nutshell 1 the restaraunt smells like a combination of a dirty fish market and a sewer\r\n',zero
'and i just love the colors\r\n',one
'i put the latest os on it v115gand it now likes to slow to a crawl and lock up every once in a while\r\n',zero
'the food is good\r\n',one
'my girlfriend\'s veal was very bad\r\n',zero
'it was awesome\r\n',one
'unfortunatelyit was not good\r\n',zero
'we made the drive all the way from north scottsdale and i was not one bit disappointed\r\n',one
'bland and flavorless is a good way of describing the barely tepid meat\r\n',zero
'an absolute must visit\r\n',one
'the chainswhich i\'m no fan ofbeat this place easily\r\n',zero
'the cow tongue and cheek tacos are amazing\r\n',one
'we will not be coming back\r\n',zero
'they really want to make your experience a good one\r\n',one
'once your food arrives it\'s meh\r\n',zero
'the grilled chicken was so tender and yellow from the saffron seasoning\r\n',one
'paying $785 for a hot dog and fries that looks like it came out of a kid\'s meal at the wienerschnitzel is not my idea of a good meal\r\n',zero
'pretty awesome place\r\n',one
'my brother in law who works at the mall ate here same dayand guess what he was sick all night too\r\n',zero
'ambience is perfect\r\n',one
'mediocre food\r\n',zero
'the staff is always super friendly and helpfulwhich is especially cool when you bring two small boys and a baby\r\n',one
'i\'m super pissd\r\n',zero
'w810i is just superb\r\n',one
'it only recognizes the phone as its storage device\r\n',zero
'four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat \r\n',one
'why are these sad little vegetables so overcooked?\r\n',zero
'the roast beef sandwich tasted really good\r\n',one
'i had high hopes for this place since the burgers are cooked over a charcoal grillbut unfortunately the taste fell flatway flat\r\n',zero
'high-quality chicken on the chicken caesar salad\r\n',one
'not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food\r\n',zero
'we were promptly greeted and seated\r\n',one
'the server was very negligent of our needs and made us feel very unwelcome i would not suggest this place\r\n',zero
'i was proven dead wrong by this sushi barnot only because the quality is greatbut the service is fast and the foodimpeccable\r\n',one
'the service was terrible though\r\n',zero
'this is a good joint\r\n',one
'this place is overpricednot consistent with their bobaand it really is overpriced\r\n',zero
'the macarons here are insanely good\r\n',one
'it was packed\r\n',zero
'our waiter was very attentivefriendlyand informative\r\n',one
'the food was terrible\r\n',zero
'great food\r\n',one
'it kept getting worse and worse so now i\'m officially done\r\n',zero
'great place to relax and have an awesome burger and beer\r\n',one
'this place should honestly be blown up\r\n',zero
'great charger\r\n',one
'if you like a loud buzzing to override all your conversationsthen this phone is for you\r\n',zero
'it is perfect for a sit-down family meal or get together with a few friends\r\n',one
'but i definitely would not eat here again\r\n',zero
'the patio seating was very comfortable\r\n',one
'do not waste your money here\r\n',zero
'hands down my favorite italian restaurant\r\n',one
'awful service\r\n',zero
'that just screams \"legit\" in my booksomethat\'s also pretty rare here in vegas\r\n',one
'won\'t ever go here again\r\n',zero
'it was just not a fun experience\r\n',one
'food quality has been horrible\r\n',zero
'the atmosphere was great with a lovely duo of violinists playing songs we requested\r\n',one
'for that price i can think of a few place i would have much rather gone\r\n',zero
'i personally love the hummuspitabaklavafalafels and baba ganoush it\'s amazing what they do with eggplant\r\n',one
'the service here is fair at best\r\n',zero
'very convenientsince we were staying at the mgm\r\n',one
'i do love sushibut i found kabuki to be over-pricedover-hip and under-services\r\n',zero
'the owners are super friendly and the staff is courteous\r\n',one
'do yourself a favor and stay away from this dish\r\n',zero
'both great\r\n',one
'very poor service\r\n',zero
'works like a charm; it work the same as the one i got with the phone\r\n',one
'don\'t buy this product\r\n',zero
'eclectic selection\r\n',one
'no one at the table thought the food was above average or worth the wait that we had for it\r\n',zero
'the sweet potato tots were good but the onion rings were perfection or as close as i have had\r\n',one
'i paid the bill but did not tip because i felt the server did a terrible job\r\n',zero
'the staff was very attentive\r\n',one
'i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor\r\n',zero
'and the chef was generous with his time even came around twice so we can take pictures with him\r\n',one
'food is way overpriced and portions are fucking small\r\n',zero
'the owner used to work at nobuso this place is really similar for half the price\r\n',one
'for 40 bucks a headi really expect better food\r\n',zero
'i promise they won\'t disappoint\r\n',one
'i won\'t be back\r\n',zero
'what a great double cheeseburger\r\n',one
'we could not believe how dirty the oysters were\r\n',zero
'awesome service and food\r\n',one
'this place deserves no stars\r\n',zero
'a fantastic neighborhood gem \r\n',one
'i would not recommend this place\r\n',zero
'i can\'t wait to go back\r\n',one
'to my disbeliefeach dish qualified as the worst version of these foods i have ever tasted\r\n',zero
'great value\r\n',one
'i\'ve had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear\r\n',zero
'it\'s a great place and i highly recommend it\r\n',one
'bad day or noti have a very low tolerance for rude customer service peopleit is your job to be nice and politewash dishes otherwise\r\n',zero
'i gave it 5 stars thenand i\'m giving it 5 stars now\r\n',one
'i probably would not go here again\r\n',zero
'dessert panna cotta was amazing\r\n',one
'the wife hated her meal coconut shrimpand our friends really did not enjoy their mealseither\r\n',zero
'very good foodgreat atmosphere1\r\n',one
'my fella got the huevos rancheros and they didn\'t look too appealing\r\n',zero
'damn good steak\r\n',one
'i probably won\'t be coming back here\r\n',zero
'prices are very reasonableflavors are spot onthe sauce is home madeand the slaw is not drenched in mayo\r\n',one
'worst food/service i\'ve had in a while\r\n',zero
'the decor is niceand the piano music soundtrack is pleasant\r\n',one
'hot dishes are not hotcold dishes are close to room tempi watched staff prepare food with bare handsno gloveseverything is deep fried in oil\r\n',zero
'the steak was amazingrge fillet relleno was the best seafood plate i have ever had\r\n',one
'the feel of the dining room was more college cooking course than high class dining and the service was slow at best\r\n',zero
'good food good service \r\n',one
'i started this review with two starsbut i\'m editing it to give it only one\r\n',zero
'it was absolutely amazing\r\n',one
'this is the worst sushi i have ever eat besides costco\'s\r\n',zero
'the look of it is very sharp and the screen is nice and clearwith great graphics\r\n',one
'i have this phone and it is a thorn in my sidei really abhor it\r\n',zero
'will definitely be back\r\n',one
'weird vibe from owners\r\n',zero
'the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well\r\n',one
'there was hardly any meat\r\n',zero
'hawaiian breezemango magicand pineapple delight are the smoothies that i\'ve tried so far and they\'re all good\r\n',one
'i\'ve had better bagels from the grocery store\r\n',zero
'have been going since 2007 and every meal has been awesome\r\n',one
'now the burgers aren\'t as goodthe pizza which used to be amazing is doughy and flavorless\r\n',zero
'our server was very nice and attentive as were the other serving staff\r\n',one
'i found a six inch long piece of wire in my salsa\r\n',zero
'the cashier was friendly and even brought the food out to me\r\n',one
'the service was terriblefood was mediocre\r\n',zero
'the atmosphere here is fun\r\n',one
'i ordered albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs\r\n',zero
'service is quick and even \"to go\" orders are just like we like it\r\n',one
'on three different occasions i asked for well done or medium welland all three times i got the bloodiest piece of meat on my plate\r\n',zero
'that saidour mouths and bellies were still quite pleased\r\n',one
'i had about two bites and refused to eat anymore\r\n',zero
'2 thumbs up\r\n',one
'the service was extremely slow\r\n',zero
'so far so good\r\n',one
'i advise everyone do not be fooled\r\n',zero
'excellent service\r\n',one
'i recently had problems where i could not stay connected for more than 10 minutes before being disconnected\r\n',zero
'i loved the grilled pizzareminded me of legit italian pizza\r\n',one
'after 20 minutes waiti got a table\r\n',zero
'only pros  large seating area/ nice bar area/ great simple drink menu/ the best brick oven pizza with homemade dough\r\n',one
'no allergy warnings on the menuand the waitress had absolutely no clue as to which meals did or did not contain peanuts\r\n',zero
'they have a really nice atmosphere\r\n',one
'pricing is a bit of a concern at mellow mushroom\r\n',zero
'after one bitei was hooked\r\n',one
'worst thai ever\r\n',zero
'cutequaintsimplehonest\r\n',one
'highly unprofessional and rude to a loyal patron\r\n',zero
'the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside\r\n',one
'spend your money elsewhere\r\n',zero
'the food was great as alwayscompliments to the chef\r\n',one
'the buffet at bellagio was far from what i anticipated\r\n',zero
'special thanks to dylan t for the recommendation on what to order  all yummy for my tummy\r\n',one
'and the drinks are weakpeople\r\n',zero
'awesome selection of beer\r\n',one
'-my order was not correct\r\n',zero
'great food and awesome service\r\n',one
'alsoi feel like the chips are boughtnot made in house\r\n',zero
'the igo chargers and tips are really great\r\n',one
'design flaw?\r\n',zero
'one nice thing was that they added gratuity on the bill since our party was larger than 6 or 8and they didn\'t expect more tip than that\r\n',one
'after the disappointing dinner we went elsewhere for dessert\r\n',zero
'the han nan chicken was also very tasty\r\n',one
'we won\'t be returning\r\n',zero
'as for the servicei thought it was good\r\n',one
'i seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off\r\n',zero
'nicest chinese restaurant i\'ve been in a while\r\n',one
'veryvery sad\r\n',zero
'overalli like there food and the service\r\n',one
'i felt insulted and disrespectedhow could you talk and judge another human being like that?\r\n',zero
'they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world\r\n',one
'how can you call yourself a steakhouse if you can\'t properly cook a steaki don\'t understand\r\n',zero
'try them in the airport to experience some tasty food and speedyfriendly service\r\n',one
'i\'m not impressed with the concept or the food\r\n',zero
'i love the decor with the chinese calligraphy wall paper\r\n',one
'the only thing i wasn\'t too crazy about was their guacamole as i don\'t like it puréed\r\n',zero
'never had anything to complain about here\r\n',one
'there is really nothing for me at postinoshope your experience is better\r\n',zero
'the restaurant is very clean and has a family restaurant feel to it\r\n',one
'i got food poisoning here at the buffet\r\n',zero
'the file browser offers all the options that one needshandsfree is great\r\n',one
'waste of 13 bucks\r\n',zero
'there was a warm feeling with the service and i felt like their guest for a special treat\r\n',one
'they brought a fresh batch of fries and i was thinking yay something warm but no\r\n',zero
'an extensive menu provides lots of options for breakfast\r\n',one
'what should have been a hilariousyummy christmas eve dinner to remember was the biggest fail of the entire trip for us\r\n',zero
'i always order from the vegetarian menu during dinnerwhich has a wide array of options to choose from\r\n',one
'needless to sayi won\'t be going back anytime soon\r\n',zero
'wonderful lil tapas and the ambience made me feel all warm and fuzzy inside\r\n',one
'this place is disgusting\r\n',zero
'i got to enjoy the seafood saladwith a fabulous vinegrette\r\n',one
'the ri style calamari was a joke\r\n',zero
'the wontons were thinnot thick and chewyalmost melt in your mouth\r\n',one
'howeverthere was so much garlic in the fondueit was barely edible\r\n',zero
'level 5 spicy was perfectwhere spice didn\'t over-whelm the soup\r\n',one
'i could barely stomach the mealbut didn\'t complain because it was a business lunch\r\n',zero
'we were sat right on time and our server from the get go was fantastic\r\n',one
'it was so badi had lost the heart to finish it\r\n',zero
'when i\'m on this side of townthis will definitely be a spot i\'ll hit up again\r\n',one
'it also took her forever to bring us the check when we asked for it\r\n',zero
'this is a great place to eat\r\n',one
'we aren\'t ones to make a scene at restaurants but i just don\'t get itdefinitely lost the love after this one\r\n',zero
'superb phone on a great network\r\n',one
'but when i check voice mail at nightthe keypad backlight turns off a few seconds into the first messageand then i\'m lost\r\n',zero
'the jalapeno bacon is soooo good\r\n',one
'disappointing experience\r\n',zero
'food was goodservice was goodprices were good\r\n',one
'the food is about on par with denny\'swhich is to saynot good at all\r\n',zero
'i\'m so happy to be here\"\r\n',one
'if you want to wait for mediocre food and downright terrible servicethen this is the place for you\r\n',zero
'one of the few places in phoenix that i would definately go back to again \r\n',one
'waaaaaayyyyyyyyyy over rated is all i am saying\r\n',zero
'the block was amazing\r\n',one
'we won\'t be going back\r\n',zero
